EnhancerID	Chr	ATAC_Start	ATAC_End	Gene_geneID	Gene_Chr	Gene_Start	Gene_End	EnhancerDistance	PROseq_Classification	ATACseq_Classification	name	geneFunc	score	geneName	geneFuncFullText
Region5349	chr3R	6809790	6811124	FBgn0000439	chr3R	6792325	6801936	7853	Toll9 Down	Gd7 Down	P07548	Homeotic protein deformed	1000	Dfd	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Homeotic protein controlling Drosophila head development. Transcriptional activator of the apoptotic activator protein rpr in cells at the maxillary/mandibular boundary.</ul>
Region5350	chr3R	6812348	6812985	FBgn0000439	chr3R	6792325	6801936	10411	Toll9 Down	Time Down	P07548	Homeotic protein deformed	1000	Dfd	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Homeotic protein controlling Drosophila head development. Transcriptional activator of the apoptotic activator protein rpr in cells at the maxillary/mandibular boundary.</ul>
Region5351	chr3R	6815178	6816690	FBgn0003339	chr3R	6825112	6842180	8421	Time Up	Toll10b Up	P09077	Homeotic protein Sex combs reduced	1000	Scr	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Controls the segmental transformation of the first to the second thoracic segment (prothorax to mesothorax) and of the labial palps into maxillary palps. In embryo, required for fusion of labial lobes and development of the T1 denticle belt. In adult, expression in the head is necessary for proper development of the labium. In the first thoracic segment of the adult, required for proper development of the sex comb and to suppress improper prothoracic wing development.</ul>
Region5406	chr3R	7090234	7090648	FBgn0003884	chr3R	7086742	7088580	1653	Gd7 Down	Toll9 Up	P06603	Tubulin alpha-1 chain	1000	alphaTub84B	<ul><li>Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.</ul>
Region5406	chr3R	7090234	7090648	FBgn0003884	chr3R	7086742	7088580	1653	Gd7 Down	Toll9 Up	P06603	Tubulin alpha-1 chain	1000	alphaTub84B	<ul><li>Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.</ul>
Region5515	chr3R	8697315	8698357	FBgn0001180	chr3R	8691881	8694154	3160	Time Down	Time Up	P05084	Protein hunchback	1000	hb	<ul><li>Gap class segmentation protein that controls development of head structures.</ul>
Region5520	chr3R	8747439	8747951	FBgn0037624	chr3R	8752082	8753796	4130	Toll9 Up	Time Up	Q9I7K6	Protein NASP homolog	1000		<ul><li></ul>
Region5606	chr3R	9604387	9605203	FBgn0037719	chr3R	9589733	9590929	13457	Time Down	Toll10b Down	Q709R6	LEM domain-containing protein Bocksbeutel	1000	bocks	<ul><li>Inner nuclear membrane protein (PubMed:15035436, PubMed:24700158). May have a role in maintaining the structural integrity of the nuclear lamina (PubMed:24700158). During pupal development, plays essential and redundant functions with the other LEM domain proteins; MAN1 and Ote (PubMed:24700158). Also has a redundant but important role with Ote in larval development (PubMed:24700158).</ul>
Region5688	chr3R	10616583	10617510	FBgn0001235	chr3R	10511380	10612999	3583	Toll9 Up	Time Up	O46339	Homeobox protein homothorax	1000	hth	<ul><li>All isoforms are required for patterning of the embryonic cuticle. Acts with exd to delimit the eye field and prevent inappropriate eye development. Isoforms that carry the homeodomain are required for proper localization of chordotonal organs within the peripheral nervous system and antennal identity; required to activate antennal-specific genes, such as sal and to repress the leg-like expression of dac. Necessary for the nuclear localization of the essential HOX cofactor, extradenticle (exd). Both necessary and sufficient for inner photoreceptors to adopt the polarization-sensitive 'dorsal rim area' (DRA) of the eye fate instead of the color-sensitive default state. This occurs by increasing rhabdomere size and uncoupling R7-R8 communication to allow both cells to express the same opsin rather than different ones as required for color vision.</ul>
Region5692	chr3R	10626236	10627104	FBgn0001235	chr3R	10511380	10612999	13236	Toll9 Up	Toll9 Up	O46339	Homeobox protein homothorax	1000	hth	<ul><li>All isoforms are required for patterning of the embryonic cuticle. Acts with exd to delimit the eye field and prevent inappropriate eye development. Isoforms that carry the homeodomain are required for proper localization of chordotonal organs within the peripheral nervous system and antennal identity; required to activate antennal-specific genes, such as sal and to repress the leg-like expression of dac. Necessary for the nuclear localization of the essential HOX cofactor, extradenticle (exd). Both necessary and sufficient for inner photoreceptors to adopt the polarization-sensitive 'dorsal rim area' (DRA) of the eye fate instead of the color-sensitive default state. This occurs by increasing rhabdomere size and uncoupling R7-R8 communication to allow both cells to express the same opsin rather than different ones as required for color vision.</ul>
Region5854	chr3R	13015854	13017032	FBgn0020496	chr3R	13019620	13025469	2587	Time Up	Toll10b Down	O46036	C-terminal-binding protein	1000	CtBP	<ul><li>Corepressor targeting diverse transcription regulators. Hairy-interacting protein required for embryonic segmentation and hairy-mediated transcriptional repression.</ul>
Region5890	chr3R	13714886	13716212	FBgn0040077	chr3R	13710070	13710753	4132	Time Down	Toll9 Up	P82890	Low molecular weight phosphotyrosine protein phosphatase 1	1000	primo-1	<ul><li>Acts on tyrosine phosphorylated proteins, low-MW aryl phosphates and natural and synthetic acyl phosphates.</ul>
Region6030	chr3R	15417605	15418840	FBgn0041188	chr3R	15409125	15415549	2055	Time Up	Gd7 Down	Q8SWR8	Ataxin-2 homolog	1000	Atx2	<ul><li>RNA binding protein that regulates various processes including circadian behaviors, actin filament formation, eye development and oocyte formation (PubMed:12524342, PubMed:28388438). Forms a complex with tyf and pAbp which functions in adult circadian pacemaker neurons to sustain circadian rhythms likely by switching between activator and repressor modes of post-transcriptional regulation via interaction with Lsm12a or me31B (PubMed:28388438). Forms an activator complex (Atx2-tyf activator complex) via association with Lsm12a and activates the TYF-dependent translation of per to maintain 24 hour periodicity in circadian locomotor behaviors (PubMed:28388438). Forms a repressor complex (Atx2-Not1 repressor complex) via the me31B-dependent association with Not1 to promote Not1-dependent post-transcriptional gene silencing and support high-amplitude circadian rhythms in a per-independent manner (PubMed:28388438). Regulates actin filament formation, though it does not directly assemble with actin filaments (PubMed:12524342). Required for oocyte specification and oocyte positioning in the female germline (PubMed:12524342). Also required for normal eye development and bristle morphology (PubMed:12524342).</ul>
Region6031	chr3R	15419054	15421005	FBgn0041188	chr3R	15409125	15415549	3504	Time Up	Toll9 Up	Q8SWR8	Ataxin-2 homolog	1000	Atx2	<ul><li>RNA binding protein that regulates various processes including circadian behaviors, actin filament formation, eye development and oocyte formation (PubMed:12524342, PubMed:28388438). Forms a complex with tyf and pAbp which functions in adult circadian pacemaker neurons to sustain circadian rhythms likely by switching between activator and repressor modes of post-transcriptional regulation via interaction with Lsm12a or me31B (PubMed:28388438). Forms an activator complex (Atx2-tyf activator complex) via association with Lsm12a and activates the TYF-dependent translation of per to maintain 24 hour periodicity in circadian locomotor behaviors (PubMed:28388438). Forms a repressor complex (Atx2-Not1 repressor complex) via the me31B-dependent association with Not1 to promote Not1-dependent post-transcriptional gene silencing and support high-amplitude circadian rhythms in a per-independent manner (PubMed:28388438). Regulates actin filament formation, though it does not directly assemble with actin filaments (PubMed:12524342). Required for oocyte specification and oocyte positioning in the female germline (PubMed:12524342). Also required for normal eye development and bristle morphology (PubMed:12524342).</ul>
Region6184	chr3R	16848469	16849052	FBgn0000014	chr3R	16809690	16828003	20465	Toll9 Up	Toll9 Up	P29555	Homeobox protein abdominal-A	1000	abd-A	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Required for segmental identity of the second through eighth abdominal segments. Once a pattern of abd-A expression is turned on in a given parasegment, it remains on the more posterior parasegment, so that the complex pattern of expression is built up in the successive parasegments. Appears to repress expression of Ubx whenever they appear in the same cell, but abd-A is repressed by Abd-B only in the eight and ninth abdominal segments.</ul>
Region6190	chr3R	16864704	16865591	FBgn0000014	chr3R	16809690	16828003	36700	Toll9 Up	Time Down	P29555	Homeobox protein abdominal-A	1000	abd-A	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Required for segmental identity of the second through eighth abdominal segments. Once a pattern of abd-A expression is turned on in a given parasegment, it remains on the more posterior parasegment, so that the complex pattern of expression is built up in the successive parasegments. Appears to repress expression of Ubx whenever they appear in the same cell, but abd-A is repressed by Abd-B only in the eight and ninth abdominal segments.</ul>
Region6195	chr3R	16891848	16892663	FBgn0000015	chr3R	16929233	16933031	36569	Time Up	Time Down	P09087	Homeobox protein abdominal-B	1000	Abd-B	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis.</ul>
Region6235	chr3R	17401152	17401480	FBgn0038504	chr3R	17397180	17399499	1652	Toll10b Down	Gd7 Down	Q9VEK6	Leucine-rich repeat protein soc-2 homolog	1000	Sur-8	<ul><li>Acts as a Ras effector and participates in MAPK pathway activation. Probably acts as a regulatory subunit of protein phosphatase that specifically dephosphorylates Raf kinase and stimulate Raf activity at specialized signaling complexes upon Ras activation (By similarity).</ul>
Region6353	chr3R	19165617	19166455	FBgn0010768	chr3R	19168035	19169819	1579	Time Up	Time Up	Q9VDZ3	Zinc finger protein squeeze	1000	sqz	<ul><li>Transcription factor involved in neuronal fate specification. First required in embryonic CNS development to define the number of cells that express apterous (ap) in the ap thoracic cluster of interneurons. Later on, it plays a central role in the combinatorial code of transcription factors that specifies the fate of the Tv neuron in the ap cluster by participating in the transcription regulation of FMRFa in Tv cells. Also required for projection neuron dendritic targeting.</ul>
Region6370	chr3R	19331590	19332868	FBgn0000463	chr3R	19304831	19325538	6051	Toll9 Up	Toll9 Down	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
Region6372	chr3R	19338868	19340299	FBgn0000463	chr3R	19304831	19325538	13329	Toll9 Up	Toll9 Up	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
Region6373	chr3R	19340601	19341163	FBgn0000463	chr3R	19304831	19325538	15062	Toll9 Up	Toll9 Up	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
Region6378	chr3R	19346139	19346884	FBgn0000463	chr3R	19304831	19325538	20600	Toll9 Up	Toll9 Down	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
Region6379	chr3R	19350256	19350943	FBgn0086613	chr3R	19369166	19402995	18222	Time Down	Toll9 Up	Q9VDY1	Chromatin-remodeling ATPase INO80	1000	Ino80	<ul><li>ATPase component of the chromatin remodeling INO80 complex which is involved in transcriptional regulation, DNA replication and DNA repair. Binds DNA. As part of the INO80 complex, remodels chromatin by shifting nucleosomes.</ul>
Region6424	chr3R	20252481	20254231	FBgn0262582	chr3R	20288081	20300711	33849	Toll9 Up	Time Up	Q9U1H0	Putative transcription factor capicua	1000	cic	<ul><li>Transcriptional repressor required for the specification of numerous cell types during embryonic development. Required for terminal patterning of early embryos. May associate with gro to repress tll and hkb, restricting their expression to embryonic terminal poles where they initiate correct development of head and tail structures. Required for dorsoventral patterning of oocytes and early embryos. Cooperates with dl to repress zen and other dorsal specific genes within the embryo and promotes expression of the ventralizing factor pip in ovarian follicle cells. Required during wing development for the specification of intervein areas, where it mediates localized repression of vein specific genes such as aos, dpp and vvl.</ul>
Region6544	chr3R	21638355	21638993	FBgn0011766	chr3R	21621572	21626497	11857	Gd7 Down	Time Down	Q27368	Transcription factor E2f1	1000	E2f1	<ul><li>Transcriptional activator that binds to E2f sites. Required for wild-type growth in mitotic and polytene tissues, Contributes to the expression of replication genes at the G1-S transition and Cyclin E. Activates cell proliferation in wing imaginal disk, which requires expression of vg.</ul>
Region6545	chr3R	21639309	21639653	FBgn0011766	chr3R	21621572	21626497	12811	Gd7 Down	Gd7 Up	Q27368	Transcription factor E2f1	1000	E2f1	<ul><li>Transcriptional activator that binds to E2f sites. Required for wild-type growth in mitotic and polytene tissues, Contributes to the expression of replication genes at the G1-S transition and Cyclin E. Activates cell proliferation in wing imaginal disk, which requires expression of vg.</ul>
Region6546	chr3R	21640141	21640809	FBgn0011766	chr3R	21621572	21626497	13643	Gd7 Down	Time Up	Q27368	Transcription factor E2f1	1000	E2f1	<ul><li>Transcriptional activator that binds to E2f sites. Required for wild-type growth in mitotic and polytene tissues, Contributes to the expression of replication genes at the G1-S transition and Cyclin E. Activates cell proliferation in wing imaginal disk, which requires expression of vg.</ul>
Region6547	chr3R	21641100	21642638	FBgn0011766	chr3R	21621572	21626497	14602	Gd7 Down	Toll10b Down	Q27368	Transcription factor E2f1	1000	E2f1	<ul><li>Transcriptional activator that binds to E2f sites. Required for wild-type growth in mitotic and polytene tissues, Contributes to the expression of replication genes at the G1-S transition and Cyclin E. Activates cell proliferation in wing imaginal disk, which requires expression of vg.</ul>
Region6548	chr3R	21644130	21644775	FBgn0038893	chr3R	21661832	21662864	17056	Toll10b Down	Toll9 Up	Q9VD92	Protein archease-like	1000	Archease	<ul><li>Component of the tRNA-splicing ligase complex required to facilitate the enzymatic turnover of catalytic subunit RtcB (CG9987).</ul>
Region6663	chr3R	23345423	23346661	FBgn0264326	chr3R	23348191	23355085	1529	Toll9 Up	Time Up	Q9VCN1	DNA polymerase epsilon catalytic subunit 1	1000	DNApol-epsilon255	<ul><li>Catalytic component of the DNA polymerase epsilon complex (PubMed:15135399). Participates in chromosomal DNA replication (PubMed:15135399). Required during synthesis of the leading DNA strands at the replication fork, binds at/or near replication origins and moves along DNA with the replication fork (By similarity). Has 3'-5' proofreading exonuclease activity that corrects errors arising during DNA replication (PubMed:15135399). Has a role in the G1-S transition and/or S-phase progression of the mitotic cycle and endocycle progression (PubMed:11054539, PubMed:15135399, PubMed:21898761). Involved in DNA synthesis during DNA repair (By similarity). Plays roles in larval tissue development (PubMed:22245183, PubMed:21898761).</ul>
Region6727	chr3R	24270977	24271520	FBgn0086365	chr3R	24273430	24275130	1909	Time Up	Time Up	Q95R48	Organic cation transporter-like protein	1000	Orct2	<ul><li>Probably transports organic cations.</ul>
Region6860	chr3R	26034677	26035504	FBgn0002633	chr3R	26037163	26037720	1658	Gd7 Down	Time Up	P13097	Enhancer of split m7 protein	1000	E(spl)m7-HLH	<ul><li>Participates in the control of cell fate choice by uncommitted neuroectodermal cells in the embryo. Transcriptional repressor. Binds DNA on N-box motifs: 5'-CACNAG-3'.</ul>
Region6991	chr3R	29214325	29215460	FBgn0029176	chr3R	29220297	29221773	4836	Toll9 Down	Time Up	Q9NJH0	Elongation factor 1-gamma	1000	eEF1gamma	<ul><li>Probably plays a role in anchoring the complex to other cellular components.</ul>
Region6992	chr3R	29215695	29216096	FBgn0029176	chr3R	29220297	29221773	4200	Toll9 Down	Toll10b Down	Q9NJH0	Elongation factor 1-gamma	1000	eEF1gamma	<ul><li>Probably plays a role in anchoring the complex to other cellular components.</ul>
Region7142	chr3R	31060676	31061710	FBgn0002413	chr3R	31056532	31057851	2824	Time Up	Time Up	O76324	Discs overgrown protein kinase	1000	dco	<ul><li>Involved in circadian rhythms, viability and molecular oscillations of the clock genes period (per) and timeless (tim). Dbt reduces the stability and thus the accumulation of monomeric per proteins, probably through phosphorylation. No evident circadian oscillation is detected in head. Together with CkIalpha, regulates processing of ci by phosphorylating it which promotes its binding to slmb, the F-box recognition component of the SCF(slmb) E3 ubiquitin-protein ligase (PubMed:16326393).</ul>
Region7211	chr4	70324	70655	FBgn0085432	chr4	72430	108489	1774	Time Down	Time Down	P91943	Protein pangolin, isoforms A/H/I/S	1000	pan	<ul><li>Segment polarity protein. Functions together with arm to transduce the Wingless (Wg) signal in embryos and in developing adult tissues. Acts as a transcriptional activator, but in the absence of arm, it binds to gro and acts as a transcriptional repressor of wg-responsive genes.</ul>
Region7211	chr4	70324	70655	FBgn0085432	chr4	72430	108489	1774	Time Down	Time Down	Q8IMA8	Protein pangolin, isoform J	1000	pan	<ul><li>Segment polarity protein. Functions together with arm to transduce the Wingless (Wg) signal in embryos and in developing adult tissues. Acts as a transcriptional activator, but in the absence of arm, it binds to gro and acts as a transcriptional repressor of wg-responsive genes.</ul>
Region7231	chr4	501400	502023	FBgn0039908	chr4	472292	485232	16167	Toll10b Down	Toll9 Down	Q8IMC6	Tau-tubulin kinase homolog Asator	1000	Asator	<ul><li>Probable serine/threonine protein kinase.</ul>
Region7232	chr4	502246	503068	FBgn0039908	chr4	472292	485232	17013	Toll10b Down	Toll9 Down	Q8IMC6	Tau-tubulin kinase homolog Asator	1000	Asator	<ul><li>Probable serine/threonine protein kinase.</ul>
Region7253	chr4	960152	960424	FBgn0052016	chr4	951842	958031	2120	Time Up	Toll10b Up	Q8IH18	Eukaryotic translation initiation factor 4E transporter	1000	4E-T	<ul><li>eIF4E1-binding protein that regulates translation and stability of mRNAs in processing bodies (P-bodies) (By similarity). Probably plays a role in P-bodies to coordinate the storage of translationally inactive mRNAs in the cytoplasm and prevent their degradation (By similarity). Acts as a binding platform for multiple RNA-binding proteins. Required for the formation of P-bodies (By similarity).</ul>
Region7590	chrX	279132	279777	FBgn0005427	chrX	269172	274417	4714	Toll9 Down	Time Up	Q24312	DNA-binding protein Ewg	1000	ewg	<ul><li>May function as a positive regulator of transcription in developing and differentiated neurons, regulating common aspects of neuronal differentiation and maintenance. Requirement in the CNS may be higher than in the peripheral system. Vital for development of the indirect flight muscles.</ul>
Region7834	chrX	2982266	2983414	FBgn0003285	chrX	2953818	2957955	24310	Toll9 Down	Time Up	Q08180	Irregular chiasm C-roughest protein	1000	rst	<ul><li>Required for correct axonal pathway formation in the optic lobe and for programmed cell death in the developing retina.</ul>
Region8030	chrX	5679279	5680099	FBgn0046687	chrX	5673969	5675483	3795	Toll9 Up	Toll9 Up	Q9NDM2	Protein trapped in endoderm-1	1000	Tre1	<ul><li>Essential for the first active step of germ cell migration: transepithelial migration of germ cells through the posterior midgut (PMG) epithelium.</ul>
Region8052	chrX	5899206	5900393	FBgn0000042	chrX	5902698	5903825	2304	Gd7 Down	Time Up	P10987	Actin-5C	1000	Act5C	<ul><li>Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.<li>Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction.</ul>
Region8052	chrX	5899206	5900393	FBgn0000042	chrX	5902698	5903825	2304	Gd7 Down	Time Up	P10987	Actin-5C	1000	Act5C	<ul><li>Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.<li>Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction.</ul>
Region8053	chrX	5900600	5901024	FBgn0000042	chrX	5902698	5903825	1673	Gd7 Down	Time Up	P10987	Actin-5C	1000	Act5C	<ul><li>Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.<li>Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction.</ul>
Region8053	chrX	5900600	5901024	FBgn0000042	chrX	5902698	5903825	1673	Gd7 Down	Time Up	P10987	Actin-5C	1000	Act5C	<ul><li>Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.<li>Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction.</ul>
Region8155	chrX	6981426	6982154	FBgn0004646	chrX	6974433	6977407	4018	Toll9 Up	Time Up	P27716	Innexin inx1	1000	ogre	<ul><li>Structural component of the gap junctions. Essential for generation and/or maintenance of postembryonic neuroblasts and normal development of optic lobe.</ul>
Region8189	chrX	7293002	7294827	FBgn0025549	chrX	7289149	7290250	2751	Toll9 Up	Gd7 Down	Q9XYQ2	Protein unc-119 homolog	1000	unc-119	<ul><li>Myristoyl-binding protein that acts as a cargo adapter: specifically binds the myristoyl moiety of a subset of N-terminally myristoylated proteins and is required for their localization.</ul>
Region8247	chrX	8060854	8061954	FBgn0004657	chrX	8063958	8068932	2003	Time Up	Time Up	P11584	Integrin beta-PS	1000	mys	<ul><li>Integrin alpha-PS1/beta-PS is a receptor for laminin (PubMed:7972082). Integrin alpha-PS2/beta-PS is a receptor for Tig, wb and Ten-m (PubMed:7924982, PubMed:7972082, PubMed:9660786). Contributes to endodermal integrity and adhesion between the midgut epithelium and the surrounding visceral muscle (PubMed:15469969). Essential for migration of the primordial midgut cells and for maintaining, but not establishing, cell polarity in the midgut epithelium (PubMed:15469969). The two beta subunits mediate midgut migration by distinct mechanisms: beta-PS requires rhea/talin and Itgbn does not (PubMed:15469969). Required for rhea/talin correct cellular localization in the midgut (PubMed:15469969). Required for many embryonic (dorsal closure and somatic muscle attachments) and postembryonic developmental processes (attachment between cell layers of imaginal disks, organization of ommatidial arrays and flight muscle development) (PubMed:8119134, PubMed:7924982, PubMed:7972082, PubMed:10821184). Involved in the function and/or development of the olfactory system (PubMed:10821184). In the testes, essential for shv-dependent maintenance of somatic hub cells and their localization to the apical tip (PubMed:27191715). Plays a role in timely border cell migration during oogenesis (PubMed:19035354).</ul>
Region8288	chrX	8517141	8517610	FBgn0264975	chrX	8531947	8551988	14336	Time Up	Time Up	P20241	Neuroglian	1000	Nrg	<ul><li>The long isoform may play a role in neural and glial cell adhesion in the developing embryo. The short isoform may be a more general cell adhesion molecule involved in other tissues and imaginal disk morphogenesis. Vital for embryonic development. Essential for septate junctions. Septate junctions, which are the equivalent of vertebrates tight junctions, are characterized by regular arrays of transverse structures that span the intermembrane space and form a physical barrier to diffusion. Required for the blood-brain barrier formation.</ul>
Region8464	chrX	10784358	10786406	FBgn0003360	chrX	10781624	10782811	1546	Time Up	Gd7 Down	Q26365	ADP,ATP carrier protein	1000	sesB	<ul><li>Catalyzes the exchange of ADP and ATP across the mitochondrial inner membrane.</ul>
Region8476	chrX	10825037	10825491	FBgn0003321	chrX	10833512	10846588	8020	Toll9 Up	Toll10b Up	Q9U1H9	Nuclear RNA export factor 1	1000	sbr	<ul><li>Mediates the export of the majority of mRNAs from the nucleus to the cytoplasm.</ul>
Region8563	chrX	11817205	11818107	FBgn0266019	chrX	11823607	11835260	5499	Toll9 Up	Time Up	Q8SY41	Breast carcinoma-amplified sequence 3 homolog	1000	rudhira	<ul><li>Regulates macropinocytosis in pericardial cells.</ul>
Region8564	chrX	11818574	11819025	FBgn0266019	chrX	11823607	11835260	4581	Toll9 Up	Time Up	Q8SY41	Breast carcinoma-amplified sequence 3 homolog	1000	rudhira	<ul><li>Regulates macropinocytosis in pericardial cells.</ul>
Region8723	chrX	13754678	13755556	FBgn0020909	chrX	13757271	13758541	1714	Toll9 Down	Time Up	P56175	Probable RNA 3'-terminal phosphate cyclase-like protein	1000	Rtc1	<ul><li>Does not have cyclase activity. Plays a role in 40S-ribosomal-subunit biogenesis in the early pre-rRNA processing steps at sites A0, A1 and A2 that are required for proper maturation of the 18S RNA (By similarity).</ul>
Region9120	chrX	18930193	18930644	FBgn0030974	chrX	18889296	18893452	36740	Time Down	Time Up	Q9VWN4	Fl(2)d-associated complex component	1000	Flacc	<ul><li>Associated component of the WMM complex, a complex that mediates N6-methyladenosine (m6A) methylation of mRNAs, a modification that plays a role in the efficiency of mRNA splicing and is required for sex determination (PubMed:29535189, PubMed:29555755). In the WMM complex, acts as a key regulator of m6A methylation by bridging fl(2)d to the RNA-binding component nito (PubMed:29535189). Required for sex determination and dosage compensation via Sxl alternative splicing: m6A methylation acts as a key regulator of Sxl pre-mRNA and promotes female-specific alternative splicing of Sxl, which determines female physiognomy (PubMed:29535189, PubMed:29555755).</ul>
Region9121	chrX	18930894	18931286	FBgn0030974	chrX	18889296	18893452	37441	Time Down	Time Down	Q9VWN4	Fl(2)d-associated complex component	1000	Flacc	<ul><li>Associated component of the WMM complex, a complex that mediates N6-methyladenosine (m6A) methylation of mRNAs, a modification that plays a role in the efficiency of mRNA splicing and is required for sex determination (PubMed:29535189, PubMed:29555755). In the WMM complex, acts as a key regulator of m6A methylation by bridging fl(2)d to the RNA-binding component nito (PubMed:29535189). Required for sex determination and dosage compensation via Sxl alternative splicing: m6A methylation acts as a key regulator of Sxl pre-mRNA and promotes female-specific alternative splicing of Sxl, which determines female physiognomy (PubMed:29535189, PubMed:29555755).</ul>
Region9122	chrX	18946566	18947554	FBgn0030974	chrX	18889296	18893452	53113	Time Down	Toll9 Up	Q9VWN4	Fl(2)d-associated complex component	1000	Flacc	<ul><li>Associated component of the WMM complex, a complex that mediates N6-methyladenosine (m6A) methylation of mRNAs, a modification that plays a role in the efficiency of mRNA splicing and is required for sex determination (PubMed:29535189, PubMed:29555755). In the WMM complex, acts as a key regulator of m6A methylation by bridging fl(2)d to the RNA-binding component nito (PubMed:29535189). Required for sex determination and dosage compensation via Sxl alternative splicing: m6A methylation acts as a key regulator of Sxl pre-mRNA and promotes female-specific alternative splicing of Sxl, which determines female physiognomy (PubMed:29535189, PubMed:29555755).</ul>
Region9233	chrX	20377358	20378791	FBgn0027334	chrX	20391536	20392255	12744	Toll10b Up	Gd7 Down	Q9VR89	RNA-binding protein pno1	1000	l(1)G0004	<ul><li></ul>
Region9321	chrX	22836475	22836955	FBgn0000719	chrX	22827050	22829239	7235	Toll9 Down	Toll10b Down	P40795	Protein folded gastrulation	1000	fog	<ul><li>Coordinates cell shape changes during formation of the ventral furrow and invagination of the posterior midgut primordium, by inducing apical constriction of cells in spatially and temporally defined manners. Could function as a secreted signal to initiate apical constriction by acting as a ligand for an unidentified G protein-coupled receptor, which in turn activates the G protein alpha subunit encoded by concertina, in neighboring cells. Such an intracellular pathway would ultimately induce contraction of the apical actin-myosin network. In the ventral furrow, fog appears to ensure that all the cells initiate constriction within several minutes of each other. In the posterior midgut invagination, fog appears to direct the ordered progression of constriction initiations out from a central region and also to delimit the peripheral extent of this spreading.</ul>
