Chr	Start	End	Target	Score	IM_PET
chrX	3151751	3153751	Mct1	0.962	0
chrX	3151751	3153751	CG3939	0.959	0
chrX	3151751	3153751	CG6379	0.963	0
chrX	3152054	3154054	Mct1	0.962	0
chrX	3152054	3154054	CG15239	0.958	0
chrX	3152054	3154054	CG6379	0.963	0
chrX	3161383	3163383	Mct1	0.964	0
chrX	3161383	3163383	CG15239	0.968	0
chrX	3161383	3163383	CG6379	0.974	0
chrX	3161539	3163539	Mct1	0.964	0
chrX	3161539	3163539	CG15239	0.968	0
chrX	3161539	3163539	CG6379	0.974	0
chrX	3161641	3163641	Mct1	0.964	0
chrX	3161641	3163641	CG15239	0.968	0
chrX	3161641	3163641	CG6379	0.974	0
chrX	3162529	3164529	Mct1	0.964	0
chrX	3162529	3164529	CG15239	0.968	0
chrX	3162529	3164529	CG6379	0.974	0
chrX	3162812	3164812	Mct1	0.964	0
chrX	3162812	3164812	CG15239	0.968	0
chrX	3162812	3164812	CG6379	0.974	0
chrX	3343877	3345877	egh	0.916	0
chrX	3343877	3345877	FBgn0262608	0.916	0
chrX	3343877	3345877	mei-9	0.967	0
chrX	3344115	3346115	egh	0.916	0
chrX	3344115	3346115	FBgn0262608	0.916	0
chrX	3344115	3346115	mei-9	0.967	0
chrX	3344669	3346669	egh	0.916	0
chrX	3344669	3346669	CG14270	0.93	0
chrX	3344669	3346669	FBgn0262608	0.916	0
chrX	3344669	3346669	mei-9	0.967	0
chrX	3345208	3347208	egh	0.916	0
chrX	3345208	3347208	CG14270	0.956	0
chrX	3345208	3347208	FBgn0262608	0.916	0
chrX	3345208	3347208	mei-9	0.967	0
chrX	3347686	3349686	CG14270	0.968	0
chrX	3347686	3349686	FBgn0262608	0.916	0
chrX	3347686	3349686	mei-9	0.966	0
chrX	3347881	3349881	CG14270	0.974	0
chrX	3347881	3349881	FBgn0262608	0.916	0
chrX	3347881	3349881	mei-9	0.966	0
chrX	3351362	3353362	CG14270	0.96	0
chrX	3351362	3353362	FBgn0262608	0.916	0
chrX	3351362	3353362	mei-9	0.966	0
chrX	3372697	3374697	z	0.957	0
chrX	3372697	3374697	CG14270	0.959	0
chrX	3372697	3374697	mei-9	0.976	0
chrX	3393963	3395963	z	0.957	0
chrX	3393963	3395963	FBgn0262608	0.965	0
chrX	3393963	3395963	mei-9	0.961	0
chrX	3395622	3397622	CG2694	0.972	0
chrX	3395622	3397622	FBgn0283545	0.966	0
chrX	3395622	3397622	CG6379	0.981	0
chrX	3395908	3397908	CG2694	0.974	0
chrX	3395908	3397908	FBgn0283545	0.966	0
chrX	3395908	3397908	CG6379	0.981	0
chrX	3397459	3399459	CG2694	0.974	0
chrX	3397459	3399459	FBgn0029658	0.977	0
chrX	3397459	3399459	CG6379	0.981	0
chrX	3448271	3450271	FBgn0003996	0.971	0
chrX	3448271	3450271	FBgn0029658	0.97	0
chrX	3448271	3450271	Fas2	0.97	0
chrX	3448459	3450459	FBgn0003996	0.971	0
chrX	3448459	3450459	CG6379	0.964	0
chrX	3448459	3450459	Fas2	0.97	0
chrX	3480793	3482793	FBgn0003996	0.981	0
chrX	3480793	3482793	CG10804	0.992	0
chrX	3480793	3482793	CG10803	0.972	0
chrX	3481060	3483060	FBgn0003996	0.981	0
chrX	3481060	3483060	CG10804	1	0
chrX	3481060	3483060	CG10803	0.986	0
chrX	3482361	3484361	FBgn0003996	0.981	0
chrX	3482361	3484361	dnc	0.935	0
chrX	3482361	3484361	Fas2	0.952	0
chrX	3482416	3484416	FBgn0003996	0.981	0
chrX	3482416	3484416	dnc	0.935	0
chrX	3482416	3484416	Fas2	0.952	0
chrX	3484582	3486582	FBgn0003996	0.981	0
chrX	3484582	3486582	dnc	0.931	0
chrX	3484582	3486582	Fas2	0.952	0
chrX	3572025	3574025	FBgn0283545	0.961	0
chrX	3572025	3574025	FBgn0029701	0.98	0
chrX	3572025	3574025	FBgn0029702	0.98	0
chrX	3572546	3574546	FBgn0283545	0.961	0
chrX	3572546	3574546	FBgn0029701	0.98	0
chrX	3572546	3574546	FBgn0029702	0.98	0
chrX	3670031	3672031	FBgn0029707	0.964	0
chrX	3670031	3672031	CG12184	0.963	0
chrX	3670031	3672031	CG12179	0.965	0
chrX	3670453	3672453	FBgn0044046	0.974	0
chrX	3670453	3672453	FBgn0029707	0.967	0
chrX	3670453	3672453	CG12179	0.965	0
chrX	3670604	3672604	FBgn0044046	0.989	0
chrX	3670604	3672604	FBgn0029707	0.967	0
chrX	3670604	3672604	CG12179	0.965	0
chrX	3775123	3777123	CG11444	0.932	0
chrX	3775123	3777123	CG3081	0.945	0
chrX	3775123	3777123	fzr	0.901	0
chrX	3775192	3777192	CG11444	0.932	0
chrX	3775192	3777192	CG3081	0.945	0
chrX	3775192	3777192	fzr	0.901	0
chrX	3775714	3777714	HIP	0.958	0
chrX	3775714	3777714	CG11444	0.932	0
chrX	3775714	3777714	CG3081	0.958	0
chrX	3776115	3778115	HIP	0.967	0
chrX	3776115	3778115	CG11444	0.932	0
chrX	3776115	3778115	CG3081	0.958	0
chrX	3779213	3781213	HIP	0.929	0
chrX	3779213	3781213	CG11444	0.931	0
chrX	3779213	3781213	CG3081	0.958	0
chrX	3779586	3781586	Parg	0.933	0
chrX	3779586	3781586	CG11444	0.931	0
chrX	3779586	3781586	CG3081	0.958	0
chrX	3779888	3781888	Parg	0.932	0
chrX	3779888	3781888	CG11444	0.931	0
chrX	3779888	3781888	CG3081	0.958	0
chrX	3779928	3781928	Parg	0.939	0
chrX	3779928	3781928	CG11444	0.931	0
chrX	3779928	3781928	CG3081	0.958	0
chrX	3836357	3838357	Vap33	0.972	0
chrX	3836357	3838357	CG11444	0.974	0
chrX	3836357	3838357	fzr	0.941	0
chrX	3837508	3839508	Vap33	0.959	0
chrX	3837508	3839508	CG11444	0.974	0
chrX	3837508	3839508	fzr	0.941	0
chrX	3838185	3840185	CG11444	0.974	0
chrX	3838185	3840185	CG3081	0.921	0
chrX	3838185	3840185	fzr	0.941	0
chrX	3843709	3845709	CG11444	0.981	0
chrX	3843709	3845709	CG3081	0.921	0
chrX	3843709	3845709	fzr	0.942	0
chrX	3843967	3845967	CG11444	0.981	0
chrX	3843967	3845967	CG3081	0.921	0
chrX	3843967	3845967	fzr	0.942	0
chrX	3844488	3846488	VhaAC39-1	0.957	0
chrX	3844488	3846488	CG11444	0.981	0
chrX	3844488	3846488	fzr	0.94	0
chrX	3845666	3847666	CG11444	0.981	0
chrX	3845666	3847666	CG3081	0.921	0
chrX	3845666	3847666	fzr	0.94	0
chrX	3880221	3882221	tyf	0.907	0
chrX	3880221	3882221	CG11444	0.981	0
chrX	3880221	3882221	CG3081	0.923	0
chrX	3880221	3882221	fzr	0.907	0
chrX	3934972	3936972	FBgn0010295	0.971	0
chrX	3934972	3936972	CG12184	0.98	0
chrX	3934972	3936972	CG12179	0.98	0
chrX	3935326	3937326	CG2938	0.975	0
chrX	3935326	3937326	CG12184	0.98	0
chrX	3935326	3937326	CG12179	0.98	0
chrX	3935764	3937764	CG2938	0.996	0
chrX	3935764	3937764	CG12184	0.98	0
chrX	3935764	3937764	CG12179	0.98	0
chrX	3939986	3941986	FBgn0010295	0.971	0
chrX	3939986	3941986	CG12184	0.98	0
chrX	3939986	3941986	CG12179	0.98	0
chrX	3944189	3946189	FBgn0010295	0.97	0
chrX	3944189	3946189	CG12184	0.978	0
chrX	3944189	3946189	CG12179	0.98	0
chrX	3944396	3946396	FBgn0010295	0.969	0
chrX	3944396	3946396	CG12184	0.978	0
chrX	3944396	3946396	CG12179	0.98	0
chrX	3944404	3946404	FBgn0010295	0.969	0
chrX	3944404	3946404	CG12184	0.978	0
chrX	3944404	3946404	CG12179	0.98	0
chrX	3944635	3946635	FBgn0010295	0.969	0
chrX	3944635	3946635	CG12184	0.978	0
chrX	3944635	3946635	CG12179	0.98	0
chrX	3963712	3965712	CG6414	0.995	0
chrX	3963712	3965712	CG12184	0.975	0
chrX	3963712	3965712	CG12179	0.976	0
chrX	4099458	4101458	brn	0.965	0
chrX	4099458	4101458	mRpL33	0.904	0
chrX	4099458	4101458	CG2861	0.908	0
chrX	4099654	4101654	brn	0.97	0
chrX	4099654	4101654	mRpL33	0.904	0
chrX	4099654	4101654	CG2861	0.908	0
chrX	4099973	4101973	brn	0.964	0
chrX	4099973	4101973	dgt4	0.936	0
chrX	4099973	4101973	tyf	0.958	0
chrX	4102994	4104994	FBgn0026084	0.944	0
chrX	4102994	4104994	Tip60	0.955	0
chrX	4102994	4104994	tyf	0.987	0
chrX	4103726	4105726	tyf	0.911	0
chrX	4103726	4105726	mRpL33	0.917	0
chrX	4103726	4105726	CG2861	0.909	0
chrX	4103901	4105901	tyf	0.952	0
chrX	4103901	4105901	mRpL33	0.916	0
chrX	4103901	4105901	CG2861	0.909	0
chrX	4113094	4115094	FBgn0040904	0.885	0
chrX	4113094	4115094	CG11444	0.869	0
chrX	4113094	4115094	CG2861	0.907	0
chrX	4113559	4115559	Nsun2	0.915	0
chrX	4113559	4115559	tyf	0.99	0
chrX	4113559	4115559	CG2861	0.906	0
chrX	4130305	4132305	brn	0.975	0
chrX	4130305	4132305	tyf	0.921	0
chrX	4130305	4132305	CG11444	0.89	0
chrX	4130580	4132580	brn	0.962	0
chrX	4130580	4132580	tyf	0.953	0
chrX	4130580	4132580	CG11444	0.89	0
chrX	4130643	4132643	brn	0.963	0
chrX	4130643	4132643	tyf	0.962	0
chrX	4130643	4132643	CG11444	0.89	0
chrX	4317329	4319329	AstA-R1	0.966	0
chrX	4317329	4319329	CG12692	0.978	0
chrX	4317329	4319329	CG15465	0.945	0
chrX	4318378	4320378	AstA-R1	0.967	0
chrX	4318378	4320378	rg	0.924	0
chrX	4318378	4320378	CG15465	0.945	0
chrX	4318722	4320722	AstA-R1	0.967	0
chrX	4318722	4320722	CG12692	0.955	0
chrX	4318722	4320722	CG15465	0.945	0
chrX	4318935	4320935	AstA-R1	0.967	0
chrX	4318935	4320935	CG12692	0.966	0
chrX	4318935	4320935	CG15465	0.945	0
chrX	4539798	4541798	Mnt	0.964	0
chrX	4539798	4541798	CG15239	0.963	0
chrX	4539798	4541798	Usf	0.954	0
chrX	4540108	4542108	Mnt	0.964	0
chrX	4540108	4542108	CG15239	0.963	0
chrX	4540108	4542108	Vsx2	0.944	0
chrX	4547267	4549267	Mnt	0.96	0
chrX	4547267	4549267	CG15239	0.972	0
chrX	4547267	4549267	CG42541	0.954	0
chrX	4547443	4549443	Mnt	0.96	0
chrX	4547443	4549443	CG15239	0.973	0
chrX	4547443	4549443	CG42541	0.954	0
chrX	4550378	4552378	Mnt	0.96	0
chrX	4550378	4552378	CG15239	0.973	0
chrX	4550378	4552378	Usf	0.963	0
chrX	4550641	4552641	Mnt	0.96	0
chrX	4550641	4552641	CG15239	0.977	0
chrX	4550641	4552641	CG42541	0.954	0
chrX	4550641	4552641	Vsx2	0.954	0
chrX	4550980	4552980	Mnt	0.96	0
chrX	4550980	4552980	CG15239	0.978	0
chrX	4550980	4552980	CG42541	0.954	0
chrX	4550980	4552980	Vsx2	0.954	0
chrX	4552648	4554648	Mnt	0.96	0
chrX	4552648	4554648	CG15239	0.978	0
chrX	4552648	4554648	CG42541	0.963	0
chrX	4552948	4554948	Mnt	0.96	0
chrX	4552948	4554948	CG15239	0.978	0
chrX	4552948	4554948	CG42541	0.963	0
chrX	4634615	4636615	Mnt	0.972	0
chrX	4634615	4636615	CG12179	0.997	0
chrX	4634615	4636615	FBgn0010014	0.977	0
chrX	4634709	4636709	Mnt	0.972	0
chrX	4634709	4636709	CG12179	0.982	0
chrX	4634709	4636709	FBgn0010014	0.977	0
chrX	4634983	4636983	Mnt	0.972	0
chrX	4634983	4636983	lva	0.964	0
chrX	4634983	4636983	FBgn0010014	0.977	0
chrX	4635309	4637309	Mnt	0.972	0
chrX	4635309	4637309	CG12179	0.995	0
chrX	4635309	4637309	FBgn0010014	0.977	0
chrX	4635621	4637621	Mnt	0.972	0
chrX	4635621	4637621	CG12179	0.994	0
chrX	4635621	4637621	FBgn0010014	0.977	0
chrX	4646904	4648904	lva	0.966	0
chrX	4646904	4648904	CG6428	0.964	0
chrX	4646904	4648904	FBgn0010014	0.977	0
chrX	4647322	4649322	lva	0.966	0
chrX	4647322	4649322	CG6428	0.964	0
chrX	4647322	4649322	FBgn0010014	0.977	0
chrX	4647374	4649374	lva	0.966	0
chrX	4647374	4649374	CG6428	0.964	0
chrX	4647374	4649374	FBgn0010014	0.977	0
chrX	4678071	4680071	CG6428	0.956	0
chrX	4678071	4680071	FBgn0010014	0.957	0
chrX	4678071	4680071	Vsx2	0.962	0
chrX	4678082	4680082	CG6428	0.956	0
chrX	4678082	4680082	FBgn0010014	0.957	0
chrX	4678082	4680082	Vsx2	0.962	0
chrX	4682586	4684586	mRpL30	0.98	0
chrX	4682586	4684586	FBgn0010014	0.959	0
chrX	4682586	4684586	Vsx2	0.962	0
chrX	4682676	4684676	mRpL30	0.979	0
chrX	4682676	4684676	FBgn0010014	0.959	0
chrX	4682676	4684676	Vsx2	0.962	0
chrX	4683376	4685376	Pp2C1	0.978	0
chrX	4683376	4685376	l(1)G0334	0.974	0
chrX	4683376	4685376	Vsx2	0.962	0
chrX	4686756	4688756	Rala	0.89	0
chrX	4686756	4688756	FBgn0262608	0.869	0
chrX	4686756	4688756	CG3081	0.869	0
chrX	4687106	4689106	Rala	0.885	0
chrX	4687106	4689106	FBgn0262608	0.869	0
chrX	4687106	4689106	fzr	0.939	0
chrX	4687483	4689483	Rala	0.885	0
chrX	4687483	4689483	FBgn0262608	0.869	0
chrX	4687483	4689483	fzr	0.931	0
chrX	4701370	4703370	CG7024	0.959	0
chrX	4701370	4703370	Vsx2	0.956	0
chrX	4701370	4703370	Rab18	0.966	0
chrX	4701604	4703604	CG7024	0.977	0
chrX	4701604	4703604	Vsx2	0.956	0
chrX	4701604	4703604	Rab18	0.966	0
chrX	4701936	4703936	CG15239	0.949	0
chrX	4701936	4703936	Vsx2	0.956	0
chrX	4701936	4703936	Rab18	0.966	0
chrX	4908415	4910415	CG6428	0.95	0
chrX	4908415	4910415	CG15771	0.951	0
chrX	4908415	4910415	CG16721	0.966	0
chrX	4909010	4911010	CG6379	0.947	0
chrX	4909010	4911010	CG15771	0.951	0
chrX	4909010	4911010	CG16721	0.966	0
chrX	4917004	4919004	FBgn0029701	0.961	0
chrX	4917004	4919004	FBgn0029702	0.963	0
chrX	4917004	4919004	CG16721	0.965	0
chrX	4917255	4919255	FBgn0029701	0.961	0
chrX	4917255	4919255	FBgn0029702	0.963	0
chrX	4917255	4919255	CG16721	0.965	0
chrX	4917898	4919898	FBgn0029701	0.961	0
chrX	4917898	4919898	FBgn0029702	0.963	0
chrX	4917898	4919898	CG16721	0.965	0
chrX	4918424	4920424	FBgn0029701	0.961	0
chrX	4918424	4920424	FBgn0029702	0.963	0
chrX	4918424	4920424	CG16721	0.965	0
chrX	4938170	4940170	FBgn0029701	0.977	0
chrX	4938170	4940170	FBgn0029702	0.976	0
chrX	4938170	4940170	CG16721	0.972	0
chrX	4938578	4940578	FBgn0029701	0.977	0
chrX	4938578	4940578	FBgn0029702	0.976	0
chrX	4938578	4940578	CG16721	0.972	0
chrX	4938955	4940955	FBgn0029701	0.978	0
chrX	4938955	4940955	FBgn0029702	0.976	0
chrX	4938955	4940955	CG16721	0.974	0
chrX	4969020	4971020	FBgn0029701	0.978	0
chrX	4969020	4971020	FBgn0029702	0.98	0
chrX	4969020	4971020	Rab18	0.98	0
chrX	4969499	4971499	FBgn0029701	0.978	0
chrX	4969499	4971499	FBgn0029702	0.98	0
chrX	4969499	4971499	Rab18	0.98	0
chrX	5052627	5054627	CG6379	0.963	0
chrX	5052627	5054627	FBgn0029707	0.967	0
chrX	5052627	5054627	CG15771	0.968	0
chrX	5052896	5054896	CG6379	0.963	0
chrX	5052896	5054896	FBgn0029707	0.967	0
chrX	5052896	5054896	CG15771	0.968	0
chrX	5081104	5083104	FBgn0029707	0.97	0
chrX	5081104	5083104	CG15771	0.966	0
chrX	5081104	5083104	CG15767	0.971	0
chrX	5081627	5083627	FBgn0029707	0.97	0
chrX	5081627	5083627	CG15771	0.965	0
chrX	5081627	5083627	CG15767	0.971	0
chrX	5081984	5083984	FBgn0029707	0.97	0
chrX	5081984	5083984	CG15771	0.965	0
chrX	5081984	5083984	CG15767	0.971	0
chrX	5307537	5309537	CG3081	0.97	0
chrX	5307537	5309537	FBgn0011761	0.987	0
chrX	5307537	5309537	Rbcn-3A	0.969	0
chrX	5308029	5310029	CG3081	0.97	0
chrX	5308029	5310029	Rbcn-3A	0.97	0
chrX	5308029	5310029	Rpt4	0.957	0
chrX	5316441	5318441	CG3081	0.972	0
chrX	5316441	5318441	Top3beta	0.959	0
chrX	5316441	5318441	Rpt4	0.966	0
chrX	5316808	5318808	CG3081	0.972	0
chrX	5316808	5318808	Top3beta	0.959	0
chrX	5316808	5318808	Rpt4	0.966	0
chrX	5321591	5323591	CG3081	0.974	0
chrX	5321591	5323591	Sas10	0.964	0
chrX	5321591	5323591	Rpt4	0.965	0
chrX	5321680	5323680	CG3081	0.974	0
chrX	5321680	5323680	Sas10	0.962	0
chrX	5321680	5323680	Rpt4	0.965	0
chrX	5327881	5329881	CG3081	0.974	0
chrX	5327881	5329881	Rpt4	0.965	0
chrX	5327881	5329881	FBgn0029863	0.963	0
chrX	5328145	5330145	CG3081	0.974	0
chrX	5328145	5330145	Rpt4	0.965	0
chrX	5328145	5330145	FBgn0029863	0.963	0
chrX	5328904	5330904	CG3081	0.974	0
chrX	5328904	5330904	Rpt4	0.965	0
chrX	5328904	5330904	FBgn0029863	0.963	0
chrX	5328945	5330945	CG3081	0.974	0
chrX	5328945	5330945	Rpt4	0.965	0
chrX	5328945	5330945	FBgn0029863	0.963	0
chrX	5329328	5331328	CG3081	0.974	0
chrX	5329328	5331328	Rpt4	0.965	0
chrX	5329328	5331328	FBgn0029863	0.966	0
chrX	5516262	5518262	FBgn0262536	0.98	0
chrX	5516262	5518262	FBgn0040069	0.966	0
chrX	5516262	5518262	FBgn0053667	0.959	0
chrX	5516377	5518377	FBgn0262536	0.98	0
chrX	5516377	5518377	FBgn0040069	0.966	0
chrX	5516377	5518377	FBgn0053667	0.959	0
chrX	5516835	5518835	FBgn0262536	0.98	0
chrX	5516835	5518835	FBgn0040069	0.964	0
chrX	5516835	5518835	FBgn0053667	0.959	0
chrX	5517218	5519218	FBgn0262536	0.98	0
chrX	5517218	5519218	FBgn0040069	0.964	0
chrX	5517218	5519218	FBgn0053667	0.959	0
chrX	5621488	5623488	RhoGAP5A	0.976	0
chrX	5621488	5623488	Rpt4	0.977	0
chrX	5621488	5623488	FBgn0029863	0.98	0
chrX	5621849	5623849	RhoGAP5A	0.982	0
chrX	5621849	5623849	Rpt4	0.977	0
chrX	5621849	5623849	FBgn0029863	0.98	0
chrX	5664568	5666568	fzr	0.917	0
chrX	5664568	5666568	PGAP1	0.985	0
chrX	5664568	5666568	PpV	0.923	0
chrX	5664789	5666789	CG42449	0.944	0
chrX	5664789	5666789	PGAP1	0.98	0
chrX	5664789	5666789	PpV	0.923	0
chrX	5665670	5667670	RpL35	0.947	0
chrX	5665670	5667670	PGAP1	0.944	0
chrX	5665670	5667670	CG3149	0.941	0
chrX	5671784	5673784	CG4119	0.966	0
chrX	5671784	5673784	CG42449	0.956	0
chrX	5671784	5673784	CG3149	0.982	0
chrX	5672418	5674418	CG42449	0.972	0
chrX	5672418	5674418	CG5937	0.914	0
chrX	5672418	5674418	PpV	0.943	0
chrX	5678461	5680461	Tre1	0.958	0
chrX	5678461	5680461	CG42449	0.999	0
chrX	5678461	5680461	PpV	0.943	0
chrX	5678794	5680794	CG42449	0.999	0
chrX	5678794	5680794	Rpt4	0.914	0
chrX	5678794	5680794	PpV	0.943	0
chrX	5678883	5680883	CG42449	0.996	0
chrX	5678883	5680883	Rpt4	0.914	0
chrX	5678883	5680883	PpV	0.943	0
chrX	5688298	5690298	CG4119	0.95	0
chrX	5688298	5690298	CG42449	0.965	0
chrX	5688298	5690298	CG3149	0.98	0
chrX	5688717	5690717	PGAP1	0.945	0
chrX	5688717	5690717	CG3149	0.971	0
chrX	5688717	5690717	PpV	0.928	0
chrX	5689574	5691574	CG42449	0.99	0
chrX	5689574	5691574	CG4078	0.936	0
chrX	5689574	5691574	PpV	0.928	0
chrX	5690040	5692040	CG42449	0.955	0
chrX	5690040	5692040	CG4078	0.945	0
chrX	5690040	5692040	PpV	0.928	0
chrX	5690097	5692097	CG42449	0.939	0
chrX	5690097	5692097	CG4078	0.945	0
chrX	5690097	5692097	PpV	0.928	0
chrX	5694158	5696158	CG42449	0.924	0
chrX	5694158	5696158	FBgn0029863	0.917	0
chrX	5694158	5696158	PpV	0.928	0
chrX	5736915	5738915	CG15772	0.943	0
chrX	5736915	5738915	CG6067	0.917	0
chrX	5736915	5738915	CG14440	0.914	0
chrX	5746594	5748594	CG12730	0.897	0
chrX	5746594	5748594	IntS6	0.92	0
chrX	5746594	5748594	CG14440	0.911	0
chrX	5747287	5749287	CG12730	0.9	0
chrX	5747287	5749287	CG42449	0.876	0
chrX	5747287	5749287	CG14440	0.911	0
chrX	5753966	5755966	Tre1	0.933	0
chrX	5753966	5755966	MAPk-Ak2	0.944	0
chrX	5753966	5755966	FBgn0029817	0.956	0
chrX	5755082	5757082	Tre1	0.926	0
chrX	5755082	5757082	FBgn0029817	0.93	0
chrX	5755082	5757082	CG14440	0.921	0
chrX	5755420	5757420	Tre1	0.927	0
chrX	5755420	5757420	FBgn0029817	0.935	0
chrX	5755420	5757420	CG14440	0.921	0
chrX	5762428	5764428	Tre1	0.943	0
chrX	5762428	5764428	CG15772	0.982	0
chrX	5762428	5764428	CG14440	0.921	0
chrX	5762662	5764662	Tre1	0.945	0
chrX	5762662	5764662	CG15772	0.931	0
chrX	5762662	5764662	CG14440	0.921	0
chrX	5762969	5764969	Tre1	0.959	0
chrX	5762969	5764969	FBgn0029812	0.885	0
chrX	5762969	5764969	CG14440	0.921	0
chrX	5763581	5765581	Tre1	0.954	0
chrX	5763581	5765581	FBgn0029863	0.87	0
chrX	5763581	5765581	CG14440	0.921	0
chrX	5763868	5765868	Tre1	0.928	0
chrX	5763868	5765868	CG3108	0.913	0
chrX	5763868	5765868	CG14440	0.922	0
chrX	5763942	5765942	Tre1	0.922	0
chrX	5763942	5765942	lin-52	0.903	0
chrX	5763942	5765942	CG14440	0.922	0
chrX	5872307	5874307	CG6067	0.928	0
chrX	5872307	5874307	pod1	0.93	0
chrX	5872307	5874307	Atx-1	0.947	0
chrX	5875412	5877412	FBgn0029817	0.918	0
chrX	5875412	5877412	pod1	0.922	0
chrX	5875412	5877412	Atx-1	0.947	0
chrX	5875784	5877784	FBgn0262611	0.982	0
chrX	5875784	5877784	GAA1	0.949	0
chrX	5875784	5877784	Atx-1	0.947	0
chrX	5878447	5880447	CG14440	0.902	0
chrX	5878447	5880447	pod1	0.919	0
chrX	5878447	5880447	Atx-1	0.947	0
chrX	5878792	5880792	CG14440	0.902	0
chrX	5878792	5880792	pod1	0.919	0
chrX	5878792	5880792	Atx-1	0.959	0
chrX	5899822	5901822	APC7	0.982	0
chrX	5899822	5901822	CG4557	0.963	0
chrX	5899822	5901822	CG14434	0.963	0
chrX	5900714	5902714	CG4020	0.986	0
chrX	5900714	5902714	APC7	0.982	0
chrX	5900714	5902714	CG4557	0.972	0
chrX	5900941	5902941	CG4020	0.988	0
chrX	5900941	5902941	APC7	0.982	0
chrX	5900941	5902941	CG4557	0.972	0
chrX	5907175	5909175	FBgn0029816	0.921	0
chrX	5907175	5909175	Act5C	0.888	0
chrX	5907175	5909175	Atx-1	0.911	0
chrX	5907401	5909401	FBgn0029816	0.908	0
chrX	5907401	5909401	Act5C	0.933	0
chrX	5907401	5909401	Atx-1	0.911	0
chrX	5907610	5909610	Act5C	0.927	0
chrX	5907610	5909610	pod1	0.873	0
chrX	5907610	5909610	Atx-1	0.911	0
chrX	5941776	5943776	rg	0.958	0
chrX	5941776	5943776	CG3726	0.992	0
chrX	5941776	5943776	APC7	0.963	0
chrX	5942131	5944131	CG3726	0.987	0
chrX	5942131	5944131	CG32755	0.977	0
chrX	5942131	5944131	APC7	0.963	0
chrX	5944617	5946617	rg	0.958	0
chrX	5944617	5946617	APC7	0.965	0
chrX	5944617	5946617	C3G	0.955	0
chrX	5944884	5946884	rg	0.958	0
chrX	5944884	5946884	Grip	0.959	0
chrX	5944884	5946884	APC7	0.965	0
chrX	6035922	6037922	FBgn0010014	0.976	0
chrX	6035922	6037922	CG5937	0.982	0
chrX	6035922	6037922	CG14442	0.964	0
chrX	6035922	6037922	RpL17	0.964	0
chrX	6036058	6038058	FBgn0010014	0.975	0
chrX	6036058	6038058	CG5937	0.976	0
chrX	6036058	6038058	CG14442	0.964	0
chrX	6036058	6038058	RpL17	0.964	0
chrX	6036066	6038066	FBgn0010014	0.975	0
chrX	6036066	6038066	CG5937	0.964	0
chrX	6036066	6038066	CG14442	0.964	0
chrX	6036066	6038066	RpL17	0.964	0
chrX	6036410	6038410	FBgn0010014	0.975	0
chrX	6036410	6038410	CG14442	0.964	0
chrX	6036410	6038410	RpL17	0.964	0
chrX	6037323	6039323	FBgn0010014	0.975	0
chrX	6037323	6039323	CG14442	0.966	0
chrX	6037323	6039323	RpL17	0.965	0
chrX	6089902	6091902	FBgn0029838	0.984	0
chrX	6089902	6091902	FBgn0029898	0.959	0
chrX	6089902	6091902	C3G	0.97	0
chrX	6090442	6092442	CG4660	0.977	0
chrX	6090442	6092442	FBgn0029898	0.955	0
chrX	6090442	6092442	C3G	0.97	0
chrX	6224079	6226079	Vsx2	0.97	0
chrX	6224079	6226079	FBgn0029849	0.972	0
chrX	6224079	6226079	CG9650	0.934	0
chrX	6224093	6226093	Vsx2	0.97	0
chrX	6224093	6226093	FBgn0029849	0.972	0
chrX	6224093	6226093	CG9650	0.934	0
chrX	6224838	6226838	Vsx2	0.97	0
chrX	6224838	6226838	FBgn0029849	0.947	0
chrX	6224838	6226838	schlank	0.948	0
chrX	6254823	6256823	FBgn0010014	0.959	0
chrX	6254823	6256823	Vsx2	0.956	0
chrX	6254823	6256823	CG8300	0.951	0
chrX	6254914	6256914	FBgn0010014	0.959	0
chrX	6254914	6256914	Vsx2	0.956	0
chrX	6254914	6256914	CG8300	0.951	0
chrX	6260128	6262128	FBgn0010014	0.959	0
chrX	6260128	6262128	Vsx2	0.95	0
chrX	6260128	6262128	CG4617	0.95	0
chrX	6260128	6262128	CG8300	0.951	0
chrX	6265296	6267296	FBgn0010014	0.971	0
chrX	6265296	6267296	Vsx2	0.947	0
chrX	6265296	6267296	CG8300	0.944	0
chrX	6265843	6267843	FBgn0010014	0.971	0
chrX	6265843	6267843	Vsx2	0.947	0
chrX	6265843	6267843	CG8300	0.944	0
chrX	6267389	6269389	FBgn0010014	0.971	0
chrX	6267389	6269389	Vsx2	0.947	0
chrX	6267389	6269389	CG8300	0.942	0
chrX	6277614	6279614	FBgn0010014	0.959	0
chrX	6277614	6279614	CG11700	0.98	0
chrX	6277614	6279614	CG8300	0.942	0
chrX	6277938	6279938	FBgn0010014	0.959	0
chrX	6277938	6279938	CG4617	0.941	0
chrX	6277938	6279938	CG8300	0.942	0
chrX	6286425	6288425	FBgn0010014	0.959	0
chrX	6286425	6288425	CG34434	0.94	0
chrX	6286425	6288425	mldr	0.939	0
chrX	6286795	6288795	FBgn0010014	0.959	0
chrX	6286795	6288795	CG34434	0.94	0
chrX	6286795	6288795	mldr	0.941	0
chrX	6287162	6289162	FBgn0010014	0.959	0
chrX	6287162	6289162	CG34434	0.941	0
chrX	6287162	6289162	CG32732	0.935	0
